minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
133,excellent,2.591533333,13.4,69.03,4.5,14.65,34.25,14.16,15.91,48.14,13.78,32.5,83.7
134,excellent,2.591533333,13.29,70.27,4.5,14.59,34.47,13.6,19.33,46.83,13.78,32.5,83.8
135,excellent,2.591533333,13.24,69.64,4.5,14.3,34.9,13.6,19.33,48.14,13.94,32.6,84
136,excellent,2.591533333,13.18,70.27,4.48,14.24,35.13,13.54,16.2,54.49,13.83,32.6,84
137,excellent,2.591533333,13.29,69.64,4.5,14.24,33.83,13.54,18.43,49.52,13.94,32.6,84
138,excellent,2.591533333,13.08,71.55,4.48,14.83,34.68,13.44,19.33,45.88,13.78,32.6,84.1
139,excellent,2.591533333,13.08,72.21,4.5,14.53,35.35,13.27,17.5,49.17,13.67,32.6,84.2
140,excellent,2.591533333,13.13,70.27,4.48,14.47,34.9,13.27,17.91,47.15,13.67,32.7,84.2
141,excellent,2.591533333,13.03,70.91,4.46,14.83,34.25,13.44,15.91,49.52,13.83,32.7,84.2
142,excellent,2.591533333,13.08,61.29,4.44,14.36,34.04,13.33,15.91,48.14,14.11,32.7,84.3
143,excellent,2.591533333,12.92,70.27,4.46,14.3,34.9,13.17,19.05,44.96,13.56,32.7,84.3
144,excellent,2.591533333,12.82,69.03,4.4,15.14,34.68,13.17,16.64,48.82,13.45,32.7,84.4
145,excellent,2.591533333,12.82,69.03,4.4,15.33,34.9,13.06,15.77,48.14,13.5,32.7,84.3
146,excellent,2.591533333,12.92,70.91,4.4,13.79,34.47,13.06,19.71,49.17,13.5,32.7,84.2
147,excellent,2.591533333,12.92,70.27,4.4,14.18,34.47,12.96,18.69,45.26,13.61,32.7,84.3
148,excellent,2.591533333,12.77,66.65,2.84,13.9,33.41,13.22,19.8,49.52,13.4,32.7,84.3
149,excellent,2.591533333,12.87,69.64,3.06,14.71,33.41,13.06,16.12,47.81,13.67,32.8,84.5
150,excellent,2.591533333,12.87,68.42,3.11,14.53,32.21,12.85,15.77,49.17,13.61,32.8,84.5
151,excellent,2.591533333,12.67,70.27,3.4,14.53,32.8,12.91,14.96,50.96,13.45,32.8,84.5
152,excellent,2.591533333,12.67,68.42,3.14,14.53,33.2,13.01,17.26,48.82,13.4,32.8,84.6
153,excellent,2.591533333,12.62,68.42,3.02,14.53,33.2,12.91,18.25,47.48,13.5,32.8,84.6
154,excellent,2.591533333,12.62,68.42,3.04,13.68,32.6,13.01,15.7,50.23,13.61,32.8,84.5
155,excellent,2.591533333,12.62,70.27,3.7,13.73,33,12.91,15.63,49.52,13.4,32.8,84.6
156,excellent,2.591533333,12.57,69.03,3.79,14.89,32.6,12.8,19.05,49.17,13.83,32.8,84.6
157,excellent,2.591533333,12.67,69.64,3.87,14.13,33.62,12.96,16.95,48.82,13.56,32.8,84.8
158,excellent,2.591533333,12.52,69.03,3.63,14.18,34.04,12.75,15.35,47.15,13.45,32.8,84.7
159,excellent,2.591533333,12.57,70.27,3.38,13.9,34.9,12.65,15.84,48.48,13.83,32.9,84.8
160,excellent,2.591533333,12.52,69.03,3.35,14.3,33.41,12.75,18.25,48.48,13.45,32.9,85
161,excellent,2.591533333,12.42,69.64,3.59,13.84,32.8,12.7,15.98,47.48,13.56,32.9,85.1
162,excellent,2.591533333,12.37,69.03,3.63,12.88,32.6,12.75,18.6,48.82,13.56,32.9,85.1
163,excellent,2.591533333,12.37,69.03,3.43,13.04,32.4,12.75,15.91,47.48,13.45,32.9,85.1
164,excellent,2.591533333,12.47,70.27,3.33,13.19,32.8,12.7,14.76,50.96,13.34,33,85.2
165,excellent,2.591533333,12.28,70.27,3.29,14.01,32.8,12.65,18.96,47.48,13.34,33,85.2
166,excellent,2.591533333,12.32,70.27,3.31,13.68,30.18,12.7,18.87,49.52,13.34,33,85.1
167,excellent,2.591533333,12.32,69.64,3.26,14.95,33.41,12.65,15.42,47.81,13.4,33,85.1
168,excellent,2.591533333,12.32,70.27,3.26,14.24,33.83,12.55,14.7,49.52,13.78,33,85.1
169,excellent,2.591533333,12.23,69.64,3.28,14.47,32.4,12.7,17.83,48.48,13.45,33,85
170,excellent,2.591533333,12.23,69.03,3.31,14.3,33,12.91,19.52,50.96,13.29,33,85
171,excellent,2.591533333,12.37,71.55,3.28,14.07,34.25,13.11,15.35,48.14,13.72,33,85
172,excellent,2.591533333,12.13,67.82,4.77,12.88,34.47,12.55,15.09,51.71,13.29,33.1,85
173,excellent,2.591533333,12.18,69.64,4.66,13.19,33,12.6,15.42,48.48,13.61,33.1,85.2
174,excellent,2.591533333,12.13,70.27,4.6,13.09,34.25,12.6,17.18,45.26,13.4,33.1,85.2
175,excellent,2.591533333,12.18,69.64,4.54,13.19,33.83,12.45,15.35,49.17,13.4,33.1,85.4
176,excellent,2.591533333,12.04,69.03,4.48,13.25,33.2,12.65,19.52,47.81,13.67,33.1,84.6
177,excellent,2.591533333,12.18,69.64,4.48,13.79,33.83,12.55,17.75,47.48,13.67,33.1,84.3
178,excellent,2.591533333,12.04,69.64,4.44,13.41,33.62,12.7,16.49,47.81,13.45,33.1,84.5
179,excellent,2.591533333,12.13,69.64,4.35,14.47,33.83,12.4,15.7,50.6,13.45,33.2,84.7
180,excellent,2.591533333,12.04,70.27,4.38,13.62,33.2,12.5,16.12,47.81,13.61,33.2,84.8
181,excellent,2.71926,11.99,70.27,4.33,13.96,33.83,12.45,15.22,47.15,13.56,33.2,84.9
182,excellent,2.71926,12.04,69.03,4.29,13.84,33.2,12.5,15.63,47.15,13.61,33.2,85
183,excellent,2.71926,12.08,70.91,4.27,13.41,33.41,13.27,18.6,49.52,13.5,33.2,84.9
184,excellent,2.71926,11.94,71.55,4.29,13.3,33.83,12.35,17.83,49.17,13.5,33.2,85.1
185,excellent,2.71926,11.99,70.27,4.24,13.62,33.2,12.45,16.87,48.14,13.56,33.2,84.5
186,excellent,2.71926,12.08,72.21,4.27,13.04,33.41,12.5,18.87,47.48,13.29,33.3,84.7
187,excellent,2.71926,11.99,71.55,4.24,13.25,33,12.25,18.34,56.63,13.56,33.3,85
188,excellent,2.71926,11.8,71.55,4.24,13.04,33.2,12.35,15.49,50.23,13.78,33.3,85
189,excellent,2.71926,11.71,69.64,4.22,13.25,33,12.4,18.43,47.81,13.72,33.3,84.9
190,excellent,2.71926,11.62,70.27,4.2,13.3,34.47,12.3,14.57,47.48,13.56,33.4,85
191,excellent,2.71926,11.71,70.91,4.2,13.25,33.41,12.35,18.87,44.66,13.83,33.4,85
192,excellent,2.71926,11.66,70.27,4.2,12.88,32.21,12.3,15.09,48.82,13.72,33.4,85
193,excellent,2.71926,11.62,71.55,4.22,13.14,32.8,12.25,14.63,48.48,13.56,33.3,84.9
194,excellent,2.71926,11.44,70.27,4.18,13.41,30.89,12.3,18.96,49.17,13.45,33.4,85
195,excellent,2.71926,11.44,69.03,4.16,13.79,33.2,12.11,14.38,47.15,13.5,33.4,85
196,excellent,2.71926,11.44,70.91,4.12,13.3,33,12.21,17.18,48.14,13.78,33.4,85.1
197,excellent,2.71926,11.44,71.55,4.16,12.98,32.8,12.21,17.75,47.48,13.78,33.4,85.2
198,excellent,2.71926,11.48,69.64,4.12,12.98,33.41,12.16,15.22,48.82,13.5,33.4,84.7
199,excellent,2.71926,11.53,70.91,4.12,13.04,33.83,12.25,19.42,49.17,13.5,33.4,84.7
200,excellent,2.71926,11.44,71.55,4.16,13.19,32.6,12.3,17.42,46.83,13.5,33.5,85.1
201,excellent,2.71926,11.39,70.27,4.14,13.25,32.4,12.25,16.87,48.14,13.56,33.5,85.2
202,excellent,2.71926,11.48,70.91,4.14,13.3,33,12.16,15.35,48.48,13.72,33.5,85.2
203,excellent,2.71926,11.35,70.91,4.12,13.68,32.4,12.25,17.18,47.15,13.67,33.5,85.2
204,excellent,2.71926,11.44,69.03,4.14,13.3,32.6,12.21,17.91,48.82,13.45,33.5,85.3
205,excellent,2.71926,11.3,69.03,4.12,13.14,32.4,13.01,17.42,48.82,13.72,33.5,85.6
206,excellent,2.71926,11.44,70.27,4.16,13.04,32.6,12.21,15.15,47.81,13.34,33.5,85.2
207,excellent,2.71926,11.44,71.55,4.12,13.14,32.8,12.3,15.7,44.96,13.34,33.5,85.4
208,excellent,2.71926,11.3,70.27,4.12,13.14,32.6,12.45,16.64,48.14,13.61,33.5,85.7
209,excellent,2.71926,11.39,69.64,4.1,13.09,33,11.59,17.5,47.48,13.4,33.5,84.5
210,excellent,2.71926,11.3,69.64,4.12,13.46,32.4,12.35,17.75,48.48,13.61,33.5,83.7
211,excellent,2.71926,11.44,71.55,2.76,13.51,32.4,12.5,15.49,47.15,13.83,33.5,84.6
212,excellent,2.71926,11.35,70.91,2.75,13.04,31.63,12.35,15.63,46.83,13.61,33.5,85.1
213,excellent,2.71926,11.39,69.64,2.78,13.04,31.45,12.6,15.02,50.6,13.5,33.5,85.6
214,excellent,2.71926,11.39,67.82,2.83,12.73,31.26,12.7,17.83,47.15,13.83,33.6,85.8
215,excellent,2.71926,11.35,70.91,2.89,12.88,30.53,12.5,19.71,44.66,13.89,33.6,85.8
216,excellent,2.71926,11.3,70.91,2.92,12.88,30.71,12.65,15.7,45.26,14.06,33.6,85.3
217,excellent,2.71926,11.3,69.03,2.91,12.68,30,12.7,18.96,47.48,13.61,33.6,85.6
218,excellent,2.71926,11.26,68.42,2.92,12.83,32.01,12.75,19.52,47.48,13.4,33.7,85.1
219,excellent,2.71926,11.21,70.27,2.99,12.93,31.82,12.75,18.51,49.17,13.78,33.7,85
220,excellent,2.71926,11.21,70.91,3.01,14.18,31.63,12.65,15.49,48.14,13.67,33.7,83.3
221,excellent,2.71926,11.26,69.64,3.02,12.68,31.26,12.7,15.91,47.81,13.56,33.8,84
222,excellent,2.71926,11.3,69.64,3.06,12.78,31.45,12.8,15.91,47.81,13.83,33.7,84.5
223,excellent,2.71926,11.35,70.91,3.06,12.73,31.45,12.65,15.84,47.15,13.78,33.8,84.7
224,excellent,2.71926,11.3,71.55,3.04,12.83,31.07,12.5,19.23,47.81,13.83,33.8,84.9
225,excellent,2.71926,11.26,70.27,3.02,12.68,31.26,12.21,17.26,47.48,13.72,33.8,85
226,excellent,2.71926,11.13,69.64,3.04,12.78,28.5,12.21,15.56,47.15,13.72,33.9,85.4
227,excellent,2.71926,11.21,72.21,3.01,12.63,30.35,12.55,14.89,47.81,13.83,33.9,85.5
228,excellent,2.71926,11.08,69.64,3.02,12.78,29.83,12.7,15.91,47.15,13.89,33.9,85.5
229,excellent,2.71926,11.08,69.64,3.04,13.14,31.26,12.45,15.35,46.19,13.83,34,85.6
230,excellent,2.71926,11.04,69.64,3.04,12.78,30.35,12.4,16.72,47.15,13.78,33.9,85.7
231,excellent,2.71926,11.13,71.55,3.06,12.83,30.53,12.5,15.7,47.48,13.67,33.9,85.5
232,excellent,2.71926,10.95,69.64,3.04,12.68,30.71,12.45,17.67,47.15,13.72,34,85.6
233,excellent,2.71926,11,70.27,3.02,12.68,31.07,12.55,17.18,47.15,13.61,34,85.8
234,excellent,2.71926,11,72.21,3.02,13.25,32.21,12.25,15.09,48.48,13.67,34,85.2
235,excellent,2.71926,10.91,69.03,3.04,13.19,31.07,12.11,18.08,47.15,13.78,34,85.3
236,excellent,2.71926,10.91,69.64,3.01,13.04,30.35,12.4,19.23,46.19,13.61,34,85.7
237,excellent,2.71926,10.83,69.03,3.01,12.98,31.07,12.25,17.91,51.34,13.61,34.1,85.9
238,excellent,2.71926,10.83,69.03,3.01,13.09,30.89,12.01,16.95,45.26,13.78,34.1,86
239,excellent,2.71926,10.91,69.03,3.04,11.85,30.89,12.45,18.25,46.83,13.61,34.1,86.1
240,excellent,2.71926,10.91,71.55,3.02,12.14,29.49,12.45,19.8,46.83,13.72,34.1,85.9
241,excellent,2.83988,10.87,70.27,3.04,12.19,30.35,12.35,15.84,45.88,13.72,34.2,86.1
242,excellent,2.83988,10.74,70.27,3.04,12.28,30.18,12.3,15.35,46.83,13.67,34.2,86.1
243,excellent,2.83988,10.78,70.27,3.11,12.48,31.45,12.21,15.29,45.88,13.45,34.2,86.2
244,excellent,2.83988,10.74,70.91,3.01,11.99,30.71,12.16,17.03,45.57,13.5,34.2,86.2
245,excellent,2.83988,10.66,70.91,3.04,12.19,30.18,12.5,15.09,47.48,13.45,34.2,86.3
246,excellent,2.83988,10.62,70.91,3.06,12.19,30.53,12.25,15.56,44.96,13.56,34.2,86.2
247,excellent,2.83988,10.62,69.03,3.11,12.53,30,12.25,15.35,45.57,13.45,34.2,86.1
248,excellent,2.83988,10.74,70.27,3.22,13.19,31.07,12.06,18.34,46.19,13.5,34.2,86.1
249,excellent,2.83988,10.62,71.55,2.96,13.35,28.18,12.06,15.42,45.26,13.67,34.2,86.2
250,excellent,2.83988,10.66,70.27,2.97,12.83,28.5,12.06,14.32,45.57,13.45,34.2,86.2
251,excellent,2.83988,10.57,70.27,2.97,12.73,30.71,12.25,15.42,45.57,13.34,34.2,86.3
252,excellent,2.83988,10.57,69.64,2.97,12.63,30.89,12.06,15.15,45.57,13.4,34.2,86.5
253,excellent,2.83988,10.66,71.55,2.99,12.43,32.8,12.16,18,47.48,13.45,34.2,86.5
254,excellent,2.83988,10.57,70.91,2.96,12.43,30.71,12.01,17.03,45.57,13.4,34.2,86.7
