minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
113,excellent,2.48308,9.97,5.81,21.8,15.52,28.5,42.24,31.51,39.79,8.26,31,72.7
114,excellent,2.48308,10.01,5.81,22.2,15.65,28.5,41.16,42.29,39.79,8.26,31,72.9
115,excellent,2.48308,9.93,5.81,21.61,15.71,28.03,41.69,33.15,35.93,8.16,31,73.1
116,excellent,2.48308,10.17,5.76,22,15.97,29.15,44.54,36.37,39.55,8.26,31,72.6
117,excellent,2.48308,10.01,5.74,21.8,15.71,28.66,43.36,42.94,40.04,8.32,31,72.6
118,excellent,2.48308,9.82,5.62,21.13,15.39,28.03,41.16,30.55,38.83,8,31,72.9
119,excellent,2.48308,9.86,5.62,21.13,15.2,27.56,41.16,43.95,36.78,8.1,31.1,73
120,excellent,2.48308,9.89,5.57,20.66,15.45,28.66,42.24,33.36,38.83,7.66,31.1,72.8
121,excellent,2.6141,9.89,5.52,20.57,15.71,28.34,42.52,33.8,40.54,7.72,31.1,72.9
122,excellent,2.6141,9.86,5.52,20.75,15.65,27.41,42.24,39.86,38.83,7.91,31.1,72.4
123,excellent,2.6141,9.93,5.48,20.75,15.58,30,41.96,32.73,37.9,7.91,31.1,72.5
124,excellent,2.6141,9.74,5.43,20.21,15.58,27.72,41.43,44.29,44.37,7.39,31.1,72.6
125,excellent,2.6141,9.93,5.5,20.48,15.78,27.56,42.8,33.36,38.36,7.39,31.1,72.2
126,excellent,2.6141,9.89,5.45,20.03,15.84,27.87,42.52,37.39,38.83,7.45,31.1,71.9
127,excellent,2.6141,9.63,5.32,19.51,15.45,26.53,40.64,30.93,36.78,7.33,31.1,72.1
128,excellent,2.6141,9.7,5.27,19.42,15.45,26.67,41.16,34.93,38.36,7.27,31.1,72.2
129,excellent,2.6141,9.78,5.27,19.59,15.78,27.26,42.24,45.71,37.9,7.36,31.1,72.1
130,excellent,2.6141,9.78,5.25,19.25,15.84,27.41,43.36,40.74,41.32,7.24,31.1,72.3
131,excellent,2.6141,9.93,5.29,19.85,15.91,28.34,45.77,42.62,39.55,7.54,31.1,72.2
132,excellent,2.6141,9.78,5.2,19.94,15.84,27.41,41.69,41.35,36.78,7.3,31.1,70.8
133,excellent,2.6141,9.59,5.18,19.34,16.31,27.56,40.64,32.73,38.59,7.3,31.1,67
134,excellent,2.6141,9.66,5.16,19.17,15.97,26.53,41.16,34.02,36.14,7.42,31.1,62.8
135,excellent,2.6141,9.82,5.13,19.68,16.38,27.87,42.8,37.13,38.59,7.33,31.2,65.8
136,excellent,2.6141,9.86,5.18,19.77,16.17,28.03,43.36,33.36,39.55,7.42,31.2,67.2
137,excellent,2.6141,9.55,5.13,18.84,15.58,26.1,39.63,33.36,37,7.22,31.2,67.3
138,excellent,2.6141,9.59,5.07,18.76,16.11,26.53,41.43,33.58,39.55,7.22,31.2,65.9
139,excellent,2.6141,9.7,5.11,18.84,15.91,27.11,42.24,50.06,37,7.16,31.2,65.9
140,excellent,2.6141,9.7,5.13,18.52,16.11,27.56,42.8,44.29,39.55,7.19,31.2,65.7
141,excellent,2.6141,9.66,5,18.6,15.91,26.39,41.16,47.21,37.44,7.22,31.2,64.5
142,excellent,2.6141,9.59,5.05,18.2,15.91,25.02,39.38,49.22,35.11,7.13,31.2,66
143,excellent,2.6141,9.55,4.98,18.05,15.91,25.02,40.64,33.36,38.83,7.19,31.2,65.9
144,excellent,2.6141,9.63,4.94,17.75,15.65,28.03,38.41,33.36,38.83,7.1,31.2,65.7
145,excellent,2.6141,9.59,4.98,18.05,16.17,25.96,40.64,32.73,36.35,7.13,31.2,66
146,excellent,2.6141,9.59,4.98,17.97,16.04,27.41,41.43,53.21,38.83,7.24,31.3,64.9
147,excellent,2.6141,9.59,4.91,17.67,15.65,25.82,41.69,41.35,34.71,7.04,31.3,66.5
148,excellent,2.6141,9.4,4.81,17.37,15.39,24.76,40.38,32.31,39.06,6.9,31.3,67.6
149,excellent,2.6141,9.44,4.87,17.23,15.58,26.24,41.16,38.18,39.55,7.16,31.3,68.1
150,excellent,2.6141,9.51,4.81,17.23,15.33,26.24,41.96,37.39,35.31,7.1,31.3,68.6
151,excellent,2.6141,9.4,4.81,16.94,15.33,26.53,42.8,39.57,41.05,6.9,31.3,69
152,excellent,2.6141,9.44,4.79,16.87,15.26,26.82,41.96,43.27,39.79,6.99,31.3,69.5
153,excellent,2.6141,9.55,4.83,17.01,15.58,26.53,43.94,38.18,42.66,7.22,31.3,69.1
154,excellent,2.6141,9.48,4.76,17.01,15.45,26.82,42.24,47.21,40.04,7.01,31.3,67.7
155,excellent,2.6141,9.37,4.72,16.59,15.65,26.39,42.8,34.47,39.55,7.19,31.3,68.1
156,excellent,2.6141,9.22,4.64,16.12,15.14,26.39,40.64,44.99,36.14,7.07,31.4,68.5
157,excellent,2.6141,9.15,4.6,16.12,15.2,25.55,40.13,38.73,35.31,6.87,31.3,68.2
158,excellent,2.6141,9.18,4.64,16.05,15.14,26.1,42.24,41.66,35.51,7.16,31.3,67.3
159,excellent,2.6141,9.18,4.62,15.85,15.02,25.15,39.13,32.52,36.57,7.01,31.3,67.3
160,excellent,2.6141,9.08,4.53,15.85,15.2,25.55,39.87,32.94,36.14,6.99,31.3,66.5
161,excellent,2.6141,9.11,4.58,15.79,15.26,25.15,40.38,37.39,36.78,6.93,31.3,64.3
162,excellent,2.6141,9.29,4.55,16.05,15.45,24.5,42.24,34.25,37.44,6.96,31.4,63.7
163,excellent,2.6141,9.22,4.62,15.98,15.52,26.1,42.52,53.21,34.91,7.04,31.4,64.9
164,excellent,2.6141,9.15,4.55,15.46,15.2,26.24,40.13,33.8,35.31,6.79,31.3,63.8
165,excellent,2.6141,9.18,4.51,15.92,15.26,24.63,40.64,33.8,35.93,6.9,31.4,65.1
166,excellent,2.6141,9.01,4.49,14.85,15.2,24.37,40.13,33.58,36.35,6.68,31.4,66
167,excellent,2.6141,9.11,4.45,14.91,14.95,24.5,40.38,42.62,35.93,6.65,31.4,64.9
168,excellent,2.6141,8.97,5.16,14.79,14.95,24.89,40.38,41.35,36.35,6.9,31.4,66
169,excellent,2.6141,9.15,4.49,14.97,15.52,25.55,41.16,46.83,37,6.87,31.4,67
170,excellent,2.6141,9.18,4.41,15.15,15.33,26.39,41.96,33.36,36.78,6.79,31.4,67.2
171,excellent,2.6141,9.18,4.45,15.03,15.52,26.67,43.94,43.95,39.55,7.01,31.4,64.1
172,excellent,2.6141,9.08,4.43,14.49,15.65,25.69,43.08,45.71,38.59,6.82,31.4,65.2
173,excellent,2.6141,9.01,5.11,14.79,15.08,24.63,41.69,42.62,36.57,6.74,31.4,64.2
174,excellent,2.6141,8.97,4.41,14.2,15.08,24.37,42.24,33.15,35.72,6.87,31.4,62.5
175,excellent,2.6141,8.94,4.31,14.43,15.08,24.25,40.9,50.06,33.17,6.87,31.4,63.2
176,excellent,2.6141,8.87,4.35,14.26,15.02,24,40.13,36.88,35.72,6.74,31.5,61.4
177,excellent,2.6141,8.76,4.27,13.92,14.89,24.37,39.38,32.52,34.91,6.85,31.5,63.2
178,excellent,2.6141,8.94,4.31,14.37,15.14,25.15,43.08,53.69,34.91,6.74,31.5,65
179,excellent,2.6141,8.83,4.25,13.92,15.14,24.25,40.64,39.01,36.78,6.99,31.5,60.3
180,excellent,2.6141,9.01,4.29,14.03,15.14,24.89,42.52,37.65,37.67,6.85,31.5,62.7
181,excellent,2.73812,8.9,4.29,13.92,15.14,25.96,40.9,34.25,40.29,6.9,31.5,64.8
182,excellent,2.73812,8.83,4.29,13.64,15.14,25.02,41.96,39.01,37,6.85,31.5,65.9
183,excellent,2.73812,8.63,4.19,13.11,14.71,23.75,39.87,30.18,39.55,6.65,31.5,66.4
184,excellent,2.73812,8.73,4.21,13.16,14.59,23.75,40.64,34.02,34.51,6.68,31.5,66.8
185,excellent,2.73812,8.56,4.13,12.85,14.65,23.63,37.49,39.86,34.71,6.63,31.5,66.8
186,excellent,2.73812,8.56,4.09,12.8,14.36,23.04,41.16,32.31,34.51,6.71,31.5,67.2
187,excellent,2.73812,8.59,4.13,12.85,14.71,23.88,40.38,31.91,34.71,6.68,31.5,67.7
188,excellent,2.73812,8.52,4.09,12.55,14.3,26.96,42.52,31.12,34.12,6.6,31.5,68.1
189,excellent,2.73812,8.52,4.07,12.59,14.65,24,40.9,45.71,34.91,6.57,31.5,68.1
190,excellent,2.73812,8.66,4.09,12.85,14.65,23.88,42.24,36.62,34.51,6.76,31.5,68.1
191,excellent,2.73812,8.59,4.06,12.64,14.53,23.63,40.38,43.61,33.36,6.79,31.6,65.6
192,excellent,2.73812,8.42,3.98,12.25,14.3,23.04,39.87,33.36,33.36,6.82,31.5,66.7
193,excellent,2.73812,8.39,3.94,12.11,14.13,22.7,39.13,33.15,33.74,6.71,31.6,67.8
194,excellent,2.73812,8.39,3.92,12.11,14.3,23.39,40.9,51.37,35.72,6.68,31.6,68.1
195,excellent,2.73812,8.29,3.92,12.06,14.24,23.04,39.38,32.11,33.93,6.55,31.6,68
196,excellent,2.73812,8.26,3.88,12.01,14.18,22.92,38.41,41.05,34.12,6.6,31.6,65.4
197,excellent,2.73812,8.42,3.94,12.2,14.65,23.88,40.9,42.94,33.17,6.63,31.6,65.7
198,excellent,2.73812,8.36,3.9,12.15,14.53,23.27,41.69,38.46,32.27,6.52,31.6,66.5
199,excellent,2.73812,8.29,3.88,11.96,14.47,23.39,39.87,33.58,34.91,6.68,31.6,64.1
200,excellent,2.73812,8.29,3.9,11.87,14.24,22.81,39.63,41.35,33.36,6.65,31.6,65.7
201,excellent,2.73812,8.29,3.87,11.92,14.47,24.5,40.9,30.93,34.12,6.65,31.6,64.8
202,excellent,2.73812,8.2,3.85,11.5,14.36,22.7,39.87,37.39,37.22,6.52,31.6,65.3
203,excellent,2.73812,8.2,3.83,11.59,14.01,25.55,39.87,47.6,32.45,6.57,31.6,65.7
204,excellent,2.73812,8.07,3.73,11.28,14.07,23.39,39.38,41.05,34.12,6.44,31.6,66.5
205,excellent,2.73812,8.16,3.83,11.55,14.18,23.04,39.87,30.18,33.55,6.23,31.6,65.8
206,excellent,2.73812,8.07,3.81,11.41,14.13,23.04,40.64,48.4,31.23,6.63,31.6,64.5
207,excellent,2.73812,8.23,3.79,11.41,14.42,24,40.64,50.92,33.55,6.6,31.6,64.4
208,excellent,2.73812,8.16,3.77,11.41,14.47,23.51,41.43,37.65,33.93,6.71,31.6,65.1
209,excellent,2.73812,8.16,3.77,11.32,14.42,22.7,41.69,34.25,35.93,6.44,31.6,66.1
210,excellent,2.73812,8.2,3.77,11.41,14.42,24.76,42.24,48.4,34.91,6.52,31.7,66.2
211,excellent,2.73812,8.2,3.77,11.19,14.24,22.81,42.24,34.02,32.45,6.6,31.6,65.9
212,excellent,2.73812,8,3.7,10.84,14.07,22.36,37.95,32.73,30.9,6.36,31.7,66.6
213,excellent,2.73812,7.91,3.64,10.55,13.9,22.03,38.65,38.18,31.4,6.34,31.7,66.9
214,excellent,2.73812,8,3.63,10.76,13.9,21.81,38.41,45.35,33.93,6.44,31.7,67.4
215,excellent,2.73812,7.88,3.61,10.55,13.9,21.81,38.65,33.36,33.17,6.41,31.6,66.6
216,excellent,2.73812,7.85,3.63,10.68,13.73,21.6,39.13,33.15,32.09,6.34,31.7,65
217,excellent,2.73812,7.81,3.57,10.27,13.9,21.81,38.41,33.8,32.81,6.41,31.7,65.2
218,excellent,2.73812,7.78,3.57,10.51,13.9,21.71,38.41,43.61,32.27,6.23,31.7,66.4
219,excellent,2.73812,7.91,3.61,10.63,14.13,22.7,38.89,33.8,36.14,6.41,31.6,63.7
220,excellent,2.73812,7.91,3.59,10.51,14.07,22.25,39.87,46.08,30.09,6.44,31.7,65.9
221,excellent,2.73812,7.78,3.57,10.47,13.79,21.29,36.82,33.58,33.17,6.44,31.7,66.3
222,excellent,2.73812,7.88,3.61,10.59,13.84,21.92,39.63,42.94,31.74,6.28,31.7,64
223,excellent,2.73812,7.78,3.59,10.55,13.79,21.49,38.65,32.52,31.06,6.41,31.7,63.6
224,excellent,2.73812,7.75,3.52,10.07,13.73,21.39,38.89,33.15,30.41,6.47,31.7,61.7
225,excellent,2.73812,7.78,3.52,10.35,13.79,21.49,38.89,33.36,32.27,6.31,31.7,63.6
226,excellent,2.73812,7.81,3.57,10.19,14.01,21.71,39.38,43.61,30.41,6.52,31.7,64.6
227,excellent,2.73812,7.72,3.45,10.35,13.62,21.18,38.41,38.18,30.73,6.39,31.7,62.5
228,excellent,2.73812,7.75,3.54,9.99,14.07,21.71,40.64,34.47,35.31,6.44,31.7,64.1
229,excellent,2.73812,7.85,3.55,10.07,13.96,21.6,39.38,45.71,31.06,6.28,31.8,63.7
230,excellent,2.73812,7.81,3.52,9.99,13.96,22.03,37.95,33.36,31.92,6.26,31.7,63.7
231,excellent,2.73812,7.78,3.52,10.19,13.9,21.29,40.64,46.08,31.23,6.26,31.7,63.2
232,excellent,2.73812,7.66,3.48,9.64,13.68,20.29,38.41,49.63,30.73,6.49,31.7,63.5
233,excellent,2.73812,7.57,3.39,9.49,13.62,20.38,37.26,33.8,29.3,6.36,31.8,64
234,excellent,2.73812,7.6,3.38,9.38,13.73,20.98,38.41,40.45,48.82,6.39,31.7,62.9
235,excellent,2.73812,7.69,3.45,9.53,13.57,21.29,38.41,38.18,31.23,6.21,31.8,64.6
236,excellent,2.73812,7.72,3.41,9.49,13.68,20.78,39.13,45.35,31.92,6.74,31.8,64.9
237,excellent,2.73812,7.72,3.41,9.57,13.79,21.71,40.9,33.15,31.74,6.76,31.8,65
238,excellent,2.73812,7.6,3.39,9.68,13.73,20.88,37.49,46.45,30.9,6.63,31.8,62.8
239,excellent,2.73812,7.69,3.41,9.42,13.62,21.18,38.41,35.64,29.61,6.93,31.8,61.5
240,excellent,2.73812,7.54,3.36,9.27,13.57,20.58,38.41,37.92,31.74,6.79,31.8,63.6
241,excellent,2.85526,7.66,3.39,9.27,13.79,24,40.13,33.36,30.09,6.63,31.8,63.3
242,excellent,2.85526,7.72,3.41,9.42,13.79,21.29,38.89,39.86,30.41,6.96,31.8,61.4
243,excellent,2.85526,7.66,3.39,9.38,13.73,21.39,40.9,34.93,30.25,7.24,31.8,62.3
244,excellent,2.85526,7.69,3.39,9.46,13.68,20.98,39.13,34.02,30.73,6.6,31.8,63.3
245,excellent,2.85526,7.6,3.34,9.27,13.57,22.7,38.89,33.15,29.61,6.52,31.8,60
246,excellent,2.85526,7.57,3.34,9.09,13.41,22.47,37.72,31.91,28.85,6.49,31.8,61.6
247,excellent,2.85526,7.51,3.34,9.02,13.57,20.98,38.41,33.15,30.73,6.44,31.8,61.5
248,excellent,2.85526,7.57,3.31,8.99,13.35,18.99,37.04,29.82,28.12,6.39,31.8,60.2
249,excellent,2.85526,7.51,3.27,8.85,13.35,20.19,37.49,39.29,27.27,6.52,31.8,62.1
250,excellent,2.85526,7.54,3.27,8.88,13.57,20.48,38.89,44.64,33.36,6.52,31.8,63
251,excellent,2.85526,7.54,3.26,8.71,13.3,20,38.18,48,31.23,6.47,31.8,63.6
252,excellent,2.85526,7.48,3.24,8.68,13.19,20.78,36.6,31.91,29.93,6.39,31.8,63.1
253,excellent,2.85526,7.39,3.26,8.61,13.3,19.81,37.95,37.13,29,6.31,31.9,64.5
254,excellent,2.85526,7.48,3.27,8.64,13.51,20.58,39.13,43.95,29.3,6.41,31.8,64.5
255,excellent,2.85526,7.57,3.31,8.88,13.51,18.91,38.65,44.99,30.73,6.49,31.8,62.2
